assetId,assetName,missingDataRate,1,2,3,4,5,6,7,81,82,83,9,10,11,12,13,14,Proximity to public transport infrastructure,Proximity of resources,Accessibility by car,Proximity to metropolitan center,Air quality,Safety of the area,Noise prevention (Peacefulness),Security of natural environment,"Security of technological, industrial and mining environment",Prestige of the building's location,Stability of competition,Attractiveness of neighbourhood,market,floorArea,propertyType,propertySubType,vintageModel,status,cause,version,external,ipc,streetNumber,street,zipCode,city,state,country,manualAddress,latitude,longitude,transactionType,value,transactionDate,year,floorVacancyRate,tenantStatus,nature,transactionShare,source,cartodb_id
id_49,"23 rue Crépet, 69000 Lyon",0,12,21,34,43,52,62,72,811,821,831,91,102,112,121,131,141,"3,783796368","5,084750449","2,688449173","4,378598983","4,66966197","4,767437449","1,190253256","6,595368394","7,27100494","5,669223443","3,99048","4,384018156",Lyon office market,11000,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,23,rue Crépet,69000,Lyon,,France,,45.73903,4.83574,SALE,40 000 000,2019-10-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_50,"1 rue Alexander Fleming, 69007 Lyon",0,12,,34,43,52,62,72,812,821,831,91,102,112,122,131,141,"3,974981317","4,752995573","3,41428466","4,104741889","4,626152727","4,897940268","3,032360048","6,613223744","7,223915462","5,464428368","3,99048","4,377844819",Lyon office market,28000,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,1,rue Alexander Fleming,69007,Lyon,,France,,45.72663,4.82385,SALE,120 000 000,2019-10-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_51,"7 bis rue des Aulnes, 69410 Champagne-au-Mont-d'Or",0,12,23,33,41,51,,72,811,821,831,93,102,112,,131,141,"4,010480876","4,056302433","2,461368202","3,459804918","4,933604479","5,291321812","1,228263251","6,63269486","7,121928731","5,26306664","3,99048","4,158529377",Lyon office market,97,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,7,bis rue des Aulnes,69410,Champagne-au-Mont-d'Or,,France,,45.80386,4.7781,SALE,169 459,2019-10-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_52,"42 chemin du Moulin Carron, 69130 Écully",0,12,,,41,52,61,72,811,821,831,93,102,112,,131,141,"3,574662115","3,999974086","3,404145768","3,449393142","4,921453342","5,295710225","3,064280809","6,684638105","7,12126617","5,197489714","3,99048","4,163922472",Lyon office market,104,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,42,chemin du Moulin Carron,69130,Écully,,France,,45.79324,4.7759,SALE,158 095,2019-08-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_53,"37 rue Saint-Simon, 69009 Lyon",0,12,,34,41,52,61,72,811,821,831,93,102,112,,131,141,"4,498505594","4,453532944","3,243761008","3,952764717","4,616095884","5,086272936","3,033534072","6,59407291","7,182805685","5,359891452","3,99048","4,374497861",Lyon office market,248,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,37,rue Saint-Simon,69009,Lyon,,France,,45.77689,4.79707,SALE,689 936,2019-01-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_54,"3 rue Maryse Bastié, 69500 Bron",0,12,,33,41,52,61,,811,821,831,93,102,112,121,131,141,"3,444841279","4,088881933","3,350027178","3,440889928","4,911199974","5,237167993","3,060344912","6,687912952","7,129730001","5,199579994","3,99048","4,170683182",Lyon office market,2450,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,3,rue Maryse Bastié,69500,Bron,,France,,45.72693,4.92113,SALE,2 427 000,2019-02-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_55,"63 avenue Tony Garnier, 69007 Lyon",0,12,,34,43,52,62,72,814,821,831,91,102,112,121,131,141,"4,024566876","4,890072579","3,612826449","4,254610243","4,655864034","4,85345319","3,02829069","6,603531282","7,248583597","5,533590231","3,99048","4,381999677",Lyon office market,11400,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,63,avenue Tony Garnier,69007,Lyon,,France,,45.72662,4.83379,SALE,50 000 000,2019-07-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_56,"45 allée du Mens, 69100 Villeurbanne",0,12,,34,41,51,61,72,811,821,831,93,102,113,,131,141,"3,619470846","4,157480649","3,278283174","3,408751226","4,887117485","5,25069769","3,049053587","6,663411111","7,113141491","5,1265068","3,99048","4,201415546",Lyon office market,628,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,45,allée du Mens,69100,Villeurbanne,,France,,45.78073,4.90677,SALE,485 000,2019-09-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_57,"73 rue Carle Vernet, 33000 Bordeaux",0,12,21,35,41,52,62,,814,821,831,92,102,111,,131,141,"4,873898501","4,618986345","3,363323261","3,921452757","4,616843458","4,969475769","3,018928612","6,589710091","7,205374838","5,400139106","3,99048","4,374789258",Bordeaux office market,3600,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,73,rue Carle Vernet,33000,Bordeaux,,France,,44.81991,-0.55066,SALE,13 400 000,2019-03-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_58,"61 rue Jean Briaud, 33700 Mérignac",0,12,23,33,41,52,61,71,811,821,831,92,102,112,121,131,141,"3,18797643","4,042814755","3,488302123","3,471661277","4,895905872","5,33155204","3,056953781","6,662557123","7,154901814","5,243770629","3,99048","4,188198815",Bordeaux office market,3025,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,61,rue Jean Briaud,33700,Mérignac,,France,,44.82187,-0.67239,SALE,5 065 200,2018-08-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_59,"2 rue Joseph Hubert, 31130 Balma",0,12,23,33,41,52,62,72,811,821,831,91,102,112,,131,141,"4,291348096","4,045845269","2,37056542","3,512499079","4,84192664","5,388460853","1,214305073","6,582156893","7,146634593","5,245836072","3,99048","4,287815754",Toulouse office market,2800,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,2,rue Joseph Hubert,31130,Balma,,France,,43.62362,1.49085,SALE,7 400 000,2019-03-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_60,"18 avenue de l'Europe, 31520 Ramonville-Saint-Agne",0,12,23,33,41,51,61,72,811,821,831,93,102,113,121,132,141,"3,599498233","4,143839444","2,556831915","3,605042469","4,828467952","5,429537631","1,209018441","6,559433113","7,17338124","5,29333924","3,99048","4,303743838",Toulouse office market,127,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,18,avenue de l'Europe,31520,Ramonville-Saint-Agne,,France,,43.55289,1.49041,SALE,186 690,2019-04-01,2019,0,SINGLE_TENANT,TRANSACTION,,,
id_61,"150 rue Nicolas-Louis Vauquelin, 31100 Toulouse",0,12,23,33,41,52,62,72,811,821,831,93,102,113,121,131,141,"3,860767223","4,581621716","2,539974218","4,034355117","4,658525857","5,074295406","1,203221922","6,569534642","7,217625071","5,535769642","3,99048","4,33010624",Toulouse office market,127,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,150,rue Nicolas-Louis Vauquelin,31100,Toulouse,,France,,43.58356,1.40318,SALE,80 107,2019-01-01,2019,0,MULTI_TENANT,TRANSACTION,,,
id_62,"17 mail Haroun Tazieff, 44300 Nantes",0,12,,34,41,52,62,,811,821,831,93,102,113,121,131,141,"4,214042762","4,386251884","3,776779154","3,809905832","4,623511479","5,119351337","3,942400857","6,624724367","7,181781401","5,326157579","3,99048","4,333545216",Nantes office market,126,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,17,mail Haroun Tazieff,44300,Nantes,,France,,47.24196,-1.51601,SALE,212 000,2018-04-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_63,"Impasse Charles Trenet, 44800 Saint-Herblain",0,12,,34,41,52,62,72,811,821,831,91,102,112,121,131,141,"3,874022629","3,988552426","3,432320187","3,47373223","4,811735194","5,469521536","3,036423816","6,609881485","7,145902319","5,166604391","3,99048","4,306580207",Nantes office market,3166,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,,Impasse Charles Trenet,44800,Saint-Herblain,,France,,47.22662,-1.62373,SALE,7 072 800,2018-06-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_64,"8 rue de la Garde, 44000 Nantes",0,12,,33,41,51,61,73,811,821,831,93,102,112,,131,141,"4,04768146","4,322945976","3,735295001","3,799641595","4,615766593","5,087071878","3,958303047","6,651922093","7,165083574","5,319021664","3,99048","4,323066412",Nantes office market,727,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,8,rue de la Garde,44000,Nantes,,France,,47.25028,-1.50134,SALE,300 000,2018-02-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_65,"3 bis rue d'Athènes, 44000 Nantes",0,12,23,33,41,51,61,72,811,821,831,93,102,112,,131,141,"4,063317492","4,329913053","3,25597257","3,809464771","4,61878987","5,124534456","3,041106452","6,620132182","7,168422197","5,350523702","3,99048","4,324311936",Nantes office market,784,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,3,bis rue d'Athènes,44000,Nantes,,France,,47.24933,-1.50344,SALE,200 000,2018-02-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_66,"16 place du Mont-de-Terre, 59800 Lille",0,12,23,32,41,51,61,72,811,821,831,93,102,113,,131,141,"4,906424479","4,48401105","2,758764563","3,797135471","4,581416305","5,144861068","2,096740405","6,53140936","7,187149596","5,344205906","3,99048","4,397358579",Lille office market,57,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,16,place du Mont-de-Terre,59800,Lille,,France,,50.6229,3.09119,SALE,120 000,2018-02-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_67,"87 rue Nationale, 59000 Lille",0,12,23,33,41,51,62,,811,821,831,93,102,111,,131,141,"4,74625019","4,785671032","4,370690346","4,046049928","4,003343655","3,09318842","2,880989182","6,186689664","7,386513599","6,053276206","3,99048","4,273483987",Lille office market,827,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,87,rue Nationale,59000,Lille,,France,,50.63516,3.0584,SALE,1 764 000,2018-04-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_68,"5-9 rue Abraham Bloch, 69007 Lyon",0,12,,34,41,52,62,72,813,821,831,93,102,112,,132,141,"3,574927143","5,075964109","4,68507039","4,411879057","4,671159243","4,66351215","4,858762628","6,702916767","7,272004292","5,567502354","3,99048","4,3859354",Lyon office market,1932,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,5-9,rue Abraham Bloch,69007,Lyon,,France,,45.73963,4.84123,SALE,5 409 600,2018-10-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_69,"12 allée Irène Joliot-Curie, 69800 Saint-Priest",0,12,,33,41,51,61,73,811,821,831,93,102,113,,131,141,"3,243286985","3,988147371","3,871676269","3,405926444","4,912101344","5,280998492","3,97872145","6,70989031","7,136929672","5,188294264","3,99048","4,157154672",Lyon office market,760,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,12,allée Irène Joliot-Curie,69800,Saint-Priest,,France,,45.71833,4.93453,SALE,1 334 600,2018-10-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_70,"9-11 avenue Didier Daurat, 31700 Blagnac",0,12,21,35,42,52,61,,812,821,831,91,102,112,121,131,141,"4,279884399","4,278359835","2,53264137","3,715142275","4,87347271","5,204604887","1,218682216","6,599807866","7,17927382","5,351336184","3,99048","4,286444531",Toulouse office market,6670,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,9-11,avenue Didier Daurat ,31700,Blagnac,,France,,43.62882,1.38,SALE,20 000 000,2018-06-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_71,"7 rue Giotto, 31520 Ramonville-Saint-Agne",0,12,23,33,41,51,61,72,811,821,831,93,102,113,121,131,141,"4,16474299","4,163667792","2,462048231","3,60189272","4,834948204","5,327611113","1,212213455","6,585303037","7,15192499","5,268993464","3,99048","4,301065522",Toulouse office market,512,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,7,rue Giotto,31520,Ramonville-Saint-Agne,,France,,43.55239,1.4842,SALE,563 000,2018-07-01,2018,0,MULTI_TENANT,TRANSACTION,,,
id_76,"13 Rue John Hadley, 59650 Villeneuve-d'Ascq",0,12,23,33,41,52,61,71,811,821,831,93,102,112,121,131,141,"3,855161969","3,85098926","2,364489708","3,360370183","4,762091742","5,691665852","1,197654295","6,50821839","7,139735641","5,151893215","3,99048","4,339989475",Lille office market,1650,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,13,Rue John Hadley,59650,Villeneuve-d'Ascq,,France,,50.60965,3.15164,SALE,5 000 000,2021-02-05,2021,0,MULTI_TENANT,TRANSACTION,,,
id_77,"43 Rue Gustave Delory, 59800 Lille",0,12,21,35,43,54,62,,811,821,831,91,102,111,,131,141,"5,422317933","4,731335503","4,106622406","4,059659128","4,116406838","3,09635549","2,973563057","6,183002312","7,393685938","6,131573451","3,99048","3,936741194",Lille office market,28500,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,43,Rue Gustave Delory,59800,Lille,,France,,50.63366,3.07166,SALE,"85729935,7",2021-07-06,2021,0,SINGLE_TENANT,TRANSACTION,,,
id_78,"48 Rue Des Canonniers, 59800 Lille",0,11,,31,41,52,62,72,811,821,831,91,102,111,,131,141,"4,729105826","4,768228053","4,518558936","4,009169562","4,545202529","4,877071891","4,777134796","6,642626486","7,202849846","5,291402887","3,99048","4,633757674",Lille office market,4700,OFFICES,HAUSSMANNIEN,O2019,ACTUAL,INITIAL,V0,Internal,,48,Rue Des Canonniers,59800,Lille,,France,,50.64087,3.06881,SALE,20 000 000,2021-10-06,2021,0,MULTI_TENANT,TRANSACTION,,,
id_79,"78 Les Quatre Cantons, 59260 Lezennes",0,12,,34,42,52,62,72,811,821,831,91,102,112,,132,141,"3,535001816","3,799260506","3,373509813","3,335380048","4,753120476","5,710176407","3,027541114","6,554304825","7,141564382","5,092475375","3,99048","4,341717797",Lille office market,9204,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,78,Les Quatre Cantons,59260,Lezennes,,France,,50.6012576,3.1375896,SALE,30 660 000,2021-07-07,2021,0,SINGLE_TENANT,TRANSACTION,,,
id_80,"78 Rue de La Gare, 59170 Croix",0,11,,31,41,51,61,72,811,821,831,93,102,112,122,131,141,"3,784841103","3,88386343","3,348323928","3,427527588","4,759328979","5,648339639","3,025727097","6,557050926","7,140927903","5,096097311","3,99048","4,357649011",Lille office market,637,OFFICES,HAUSSMANNIEN,O2019,ACTUAL,INITIAL,V0,Internal,,78,Rue de La Gare,59170,Croix,,France,,50.67726,3.14122,SALE,2 000 000,2021-01-01,2021,0,SINGLE_TENANT,TRANSACTION,,,
id_81,"10 Rue Heloise, 59650 Villeneuve-d'Ascq",0,12,23,34,41,52,61,72,811,821,831,93,102,112,,131,141,"3,887568052","3,833723362","3,824196669","3,344254739","4,759701035","5,612986072","3,944453523","6,585115453","7,138804635","5,062648442","3,99048","4,340001062",Lille office market,1700,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,10,Rue Heloise,59650,Villeneuve-d'Ascq,,France,,50.60362,3.15176,SALE,3 600 000,2021-03-12,2021,0,MULTI_TENANT,TRANSACTION,,,
id_82,"82 Rue Amedee Saint-Germain, 33800 Bordeaux",0,11,,31,43,51,61,72,811,821,831,91,102,111,,131,141,"3,961486862","4,515802621","3,937758501","3,976225115","4,602872761","5,0721487","3,944578927","6,628475152","7,198066777","5,3793658","3,99048","4,382993673",Bordeaux office market,27000,OFFICES,HAUSSMANNIEN,O2019,ACTUAL,INITIAL,V0,Internal,,82,Rue Amedee Saint-Germain,33800,Bordeaux,,France,,44.82099,-0.56095,SALE,100 000 000,2020-01-01,2020,0,SINGLE_TENANT,TRANSACTION,,,
id_83,"70-72 Quai de Paludate, 33800 Bordeaux",0,11,,31,42,51,61,72,811,821,831,91,102,111,,131,141,"3,653244487","4,508643953","3,4641079","3,920617173","4,586552516","5,19112373","3,013947429","6,581489176","7,21261268","5,405083985","3,99048","4,389909041",Bordeaux office market,7628,OFFICES,HAUSSMANNIEN,O2019,ACTUAL,INITIAL,V0,Internal,,70-72,Quai de Paludate,33800,Bordeaux,,France,,44.82723,-0.55103,SALE,22 000 000,2021-07-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_84,"341 Blvd Jean Jacques Bosc, 33800 Bordeaux",0,12,,34,42,52,61,72,811,821,831,91,102,111,,131,141,"5,397750071","4,60197074","2,858040473","3,936156719","4,639289877","4,950160161","2,106201986","6,571167925","7,201760829","5,438020958","3,99048","4,362198412",Bordeaux office market,6612,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,341,Blvd Jean Jacques Bosc,33800,Bordeaux,,France,,44.81505,-0.55255,SALE,9 139 386,2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_85,"69 Cours Edouard Vaillant, 33300 Bordeaux",0,12,23,33,41,51,61,,811,821,831,93,102,111,,131,141,"4,155314597","4,567982201","3,443382093","3,98043764","4,5977406","5,15175259","3,005447207","6,585083056","7,204981105","5,395171643","3,99048","4,403556426",Bordeaux office market,1500,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,69,Cours Edouard Vaillant,33300,Bordeaux,,France,,44.86132,-0.55876,SALE,5 800 000,2021-06-16,2021,0,MULTI_TENANT,TRANSACTION,,,
id_86,"45 Rue Charles Marionneau, 33000 Bordeaux",0,11,,32,41,52,61,,811,821,831,92,102,111,121,131,141,"5,251779684","5,116008656","3,471276185","4,549179142","4,297493866","4,892866367","2,95951832","6,505629641","7,296495558","5,643608942","3,99048","4,620262909",Bordeaux office market,2762,OFFICES,HAUSSMANNIEN,O2019,ACTUAL,INITIAL,V0,Internal,,45,Rue Charles Marionneau,33000,Bordeaux,,France,,44.84037,-0.58638,SALE,12 500 000,2021-03-23,2021,0,MULTI_TENANT,TRANSACTION,,,
id_87,"5-7 Rue du Moulin Bayard, 31000 Toulouse",0,12,23,34,41,51,62,73,811,821,831,92,102,111,122,131,141,"6,103757884","5,397426062","2,561552228","4,383329222","4,334436107","4,881153384","1,036026756","6,524043398","7,265288168","5,655928089","3,99048","4,565738379",Toulouse office market,2190,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,5-7,Rue du Moulin Bayard,31000,Toulouse,,France,,43.60932,1.45289,SALE,7 000 000,2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_88,"17 Ave Jean Gonord, 31500 Toulouse",0,12,23,33,42,51,61,72,811,821,831,91,102,113,,131,141,"4,36033548","4,450777337","2,358784484","3,846713359","4,643903617","5,093502098","1,206570957","6,557176025","7,19284852","5,455148713","3,99048","4,316550691",Toulouse office market,7485,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,17,Ave Jean Gonord,31500,Toulouse,,France,,43.59161,1.49014,SALE,"20468105,6",2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_89,"134 Ave du General Eisenhower, 31100 Toulouse",0,12,21,35,42,54,61,,811,821,831,91,102,113,,131,141,"4,318614132","4,561759342","2,407844425","3,956175481","4,654277616","4,985294125","1,210291334","6,57202588","7,210811702","5,514267887","3,99048","4,315659228",Toulouse office market,5137,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,134,Ave du General Eisenhower,31100,Toulouse,,France,,43.56785,1.37667,SALE,"13558942,8",2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_90,"2 Impasse Serge Reggiani, 44800 Saint-Herblain",0,12,,34,41,52,61,72,811,821,831,91,102,112,122,131,141,"3,577641896","3,97034882","3,942433232","3,462320453","4,796812641","5,507453784","3,944467192","6,631713535","7,148669157","5,134714006","3,99048","4,315739658",Nantes office market,3000,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,2,Impasse Serge Reggiani,44800,Saint-Herblain,,France,,47.23167,-1.62733,SALE,8 300 000,2021-06-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_91,"2 Ave du Saint-Laurent, 44800 Saint-Herblain",0,12,21,,41,53,62,,811,821,831,91,102,112,121,132,141,"4,047954628","4,072830873","2,427992087","3,46314511","4,797173898","5,520423019","1,179677293","6,562923659","7,149468758","5,216538008","3,99048","4,323505535",Nantes office market,3800,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,2,Ave du Saint-Laurent,44800,Saint-Herblain,,France,,47.22245,-1.63327,SALE,10 500 000,2021-03-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_92,"34 Rue du Pre Gauchet, 44000 Nantes",0,12,,34,43,52,62,71,811,821,831,91,102,111,,132,141,"5,726898889","4,601397433","3,226042569","3,801866782","4,654493887","4,91648019","3,005975317","6,615873053","7,171125602","5,338723486","3,99048","4,332622289",Nantes office market,11688,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,34,Rue du Pre Gauchet,44000,Nantes,,France,,47.21469,-1.5394,SALE,32 275 135,2021-09-06,2021,0,MULTI_TENANT,TRANSACTION,,,
id_93,"10 Rue Magdeleine, 44200 Nantes",0,12,,34,42,51,62,71,811,821,831,91,102,111,122,131,141,"4,157097173","4,393342377","3,296567636","3,777735576","4,623739955","5,197119638","3,016399821","6,590993313","7,184877602","5,345093716","3,99048","4,337899284",Nantes office market,5700,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,10,Rue Magdeleine,44200,Nantes,,France,,47.20418,-1.56834,SALE,19 000 000,2021-10-08,2021,0,MULTI_TENANT,TRANSACTION,,,
id_94,"161 Blvd Salvador Allende, 44800 Saint-Herblain",0,12,,34,42,53,61,72,811,821,831,91,102,112,,131,141,"3,606843563","3,955862557","3,388785488","3,462635912","4,804323651","5,511856491","3,036564917","6,606068807","7,152044726","5,16697699","3,99048","4,309390896",Nantes office market,6040,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,161,Blvd Salvador Allende,44800,Saint-Herblain,,France,,47.22007,-1.62639,SALE,15 942 030,2021-01-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_95,"1 Rue Eugene Tessier, 44000 Nantes",0,12,21,34,41,52,62,72,811,821,831,91,102,111,,131,141,"4,567132845","4,508831697","2,359106195","3,790554589","4,627322146","5,184710502","1,168291666","6,54675315","7,185775991","5,40815622","3,99048","4,343202407",Nantes office market,4320,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,1,Rue Eugene Tessier,44000,Nantes,,France,,47.22556,-1.55757,SALE,11 700 000,2021-01-05,2021,0,MULTI_TENANT,TRANSACTION,,,
id_96,"10 Ave Des Canuts, 69120 Vaulx-en-Velin",0,12,,34,43,52,62,72,811,821,831,91,102,112,,131,141,"5,233835663","4,279295162","3,136835461","3,501253591","4,949714641","4,92461563","3,058704832","6,720467482","7,104699785","5,169973189","3,99048","4,17283843",Lyon office market,10734,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,10,Ave Des Canuts,69120,Vaulx-en-Velin,,France,,45.76076,4.92233,SALE,23 811 245,2021-02-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_97,"66 Chemin du Moulin Carron, 69570 Dardilly",0,12,,34,42,52,61,72,811,821,831,91,102,112,122,132,141,"3,929034385","4,007554543","3,890927307","3,470715599","4,934128001","5,207460571","3,983807164","6,719820146","7,118269572","5,179721803","3,99048","4,156154481",Lyon office market,7215,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,66,Chemin du Moulin Carron,69570,Dardilly,,France,,45.80275,4.76748,SALE,24 300 000,2021-10-11,2021,0,MULTI_TENANT,TRANSACTION,,,
id_98,"70 Cours Tolstoi, 69100 Villeurbanne",0,11,23,31,41,51,61,,811,821,831,92,102,112,121,131,141,"4,150157931","4,99167651","3,513422","4,257208575","4,621299413","4,897990112","2,996498249","6,602947299","7,228377259","5,459466934","3,99048","4,433151074",Lyon office market,3853,OFFICES,HAUSSMANNIEN,O2019,ACTUAL,INITIAL,V0,Internal,,70,Cours Tolstoi,69100,Villeurbanne,,France,,45.76309,4.87637,SALE,17 227 322,2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_99,"73 Ave Galline, 69100 Villeurbanne",0,12,21,34,41,54,62,,811,821,831,93,102,112,122,132,141,"4,576642034","4,987534765","3,91059777","4,208897052","4,630868201","4,766049937","3,924417502","6,635824709","7,222267506","5,421845045","3,99048","4,4153598",Lyon office market,2063,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,73,Ave Galline,69100,Villeurbanne,,France,,45.77636,4.87032,SALE,8 550 000,2021-05-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_100,"20 Blvd Eugene Deruelle, 69003 Lyon",0,13,,32,41,53,63,72,811,821,831,93,102,111,121,131,141,"5,684727637","5,716202753","4,699494707","4,796532921","4,091931432","1,898617288","2,909060825","6,252792017","7,447625322","6,319091617","3,99048","4,451812017",Lyon office market,1000,OFFICES,TOUR_IGH,O2019,ACTUAL,INITIAL,V0,Internal,,20,Blvd Eugene Deruelle,69003,Lyon,,France,,45.76282,4.85396,SALE,5 300 000,2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_101,"93 Rue du Dauphine, 69800 Saint-Priest",0,12,,34,41,51,61,,811,821,831,93,102,112,,131,141,"3,491690904","3,960786061","3,422835619","3,348072046","4,91193041","5,333966194","3,059898007","6,675445855","7,123431376","5,187024207","3,99048","4,152766148",Lyon office market,1168,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,93,Rue du Dauphine,69800,Saint-Priest,,France,,45.71575,4.9124,SALE,13 800 000,2021-03-01,2021,0,SINGLE_TENANT,TRANSACTION,,,
id_102,"10 Rue Mouillard, 69009 Lyon",0,12,21,35,41,52,61,,811,821,831,92,102,112,,131,141,"4,978693048","4,504698106","2,759617067","3,946601738","4,62658172","5,03357812","2,116787315","6,574305231","7,175872306","5,383989655","3,99048","4,368038539",Lyon office market,2998,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,10,Rue Mouillard,69009,Lyon,,France,,45.78469,4.80482,SALE,13 389 552,2021-04-01,2021,0,MULTI_TENANT,TRANSACTION,,,
id_103,"23 Rue Paul Montrochet, 69002 Lyon",0,12,21,35,41,52,61,,811,821,831,93,102,112,122,131,141,"4,747441773","4,941501301","3,429176458","4,297947155","4,63005459","4,502868372","3,024163532","6,640301123","7,214713969","5,455308753","3,99048","4,574552918",Lyon office market,2200,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,23,Rue Paul Montrochet,69002,Lyon,,France,,45.73881,4.82063,SALE,10 700 000,2021-11-02,2021,0,SINGLE_TENANT,TRANSACTION,,,
id_104,"23 Rue Paul Duvivier, 69007 Lyon",0,12,,34,42,53,62,,813,821,831,91,102,112,122,131,141,"4,353659875","5,26236743","3,224461529","4,638350434","4,724504512","4,521815647","2,122523901","6,653776721","7,27696454","5,712703704","3,99048","4,386528883",Lyon office market,6453,OFFICES,STANDARD,O2019,ACTUAL,INITIAL,V0,Internal,,23,Rue Paul Duvivier,69007,Lyon,,France,,45.74272,4.84747,SALE,34 000 000,2021-06-01,2021,0,MULTI_TENANT,TRANSACTION,,,
